uID,roomNumber,name,licensePlates
381374008,N-276,Người 5020,12P-870.52
985192711,X-362,Người 5021,36A-368.79
549729183,O-913,Người 5022,22O-998.72
830425757,C-104,Người 5023,25H-682.83
454677118,T-564,Người 5024,28S-166.80
341276912,C-836,Người 5025,23U-900.19
580077924,R-894,Người 5026,69C-436.48
017786301,K-634,Người 5027,67X-126.19
924006588,Q-985,Người 5028,23Y-512.80
524088803,X-111,Người 5029,11X-526.44
441740399,N-308,Người 5030,93K-325.72
411886941,R-390,Người 5031,97C-452.98
914501019,I-704,Người 5032,50L-466.74
663425492,A-866,Người 5033,95Q-175.61
701008073,H-294,Người 5034,99N-329.54
189713439,K-510,Người 5035,91G-202.11
391457314,V-339,Người 5036,82S-938.51
226343793,Z-157,Người 5037,74G-256.27
274348356,T-861,Người 5038,21H-222.77
299555534,U-639,Người 5039,22K-195.50
051244767,H-169,Người 5040,68I-442.45
264606995,J-615,Người 5041,75N-112.81
939388414,U-461,Người 5042,96Y-677.23
904588783,H-594,Người 5043,75F-102.19
518761763,R-645,Người 5044,70C-606.36
487131353,J-545,Người 5045,26H-468.99
844990030,R-629,Người 5046,90R-610.56
988021407,C-694,Người 5047,18Q-271.20
973016596,V-164,Người 5048,36S-416.83
736037713,Q-316,Người 5049,35G-992.58
191637041,E-158,Người 5050,98I-977.62
719683871,D-304,Người 5051,17Z-316.51
191380855,I-365,Người 5052,65D-500.83
627763672,W-743,Người 5053,89S-476.23
847779189,U-902,Người 5054,46T-655.41
466370439,V-388,Người 5055,37F-472.61
674061216,A-971,Người 5056,19Y-860.86
684444061,J-543,Người 5057,11Q-909.82
363437245,D-680,Người 5058,22A-680.61
424570607,K-601,Người 5059,33G-558.27
204652988,L-131,Người 5060,71D-409.75
369629282,S-330,Người 5061,88P-136.42
186095705,X-497,Người 5062,12B-609.37
692133231,P-948,Người 5063,96U-104.64
506412544,M-850,Người 5064,88I-509.30
723850459,V-811,Người 5065,48E-768.78
703826072,H-724,Người 5066,49Q-237.52
138912346,W-294,Người 5067,48M-950.22
824426586,D-570,Người 5068,18C-241.81
724940404,F-587,Người 5069,30U-444.71
362343560,X-376,Người 5070,55L-526.51
262686883,U-688,Người 5071,28M-960.71
812366893,I-820,Người 5072,93E-762.46
504145810,A-759,Người 5073,29O-801.95
552585471,U-841,Người 5074,88W-581.91
839634407,P-713,Người 5075,49P-908.14
882495235,M-586,Người 5076,95M-808.90
854773366,A-324,Người 5077,57D-680.49
084364795,O-583,Người 5078,87C-439.62
355195841,W-842,Người 5079,13W-313.64
762497908,P-656,Người 5080,92G-863.85
647556400,I-191,Người 5081,69Q-645.85
779961501,O-486,Người 5082,81O-573.20
217348231,Q-919,Người 5083,53I-395.77
853204063,B-145,Người 5084,16X-908.94
565992155,H-218,Người 5085,90Z-865.72
884838358,O-616,Người 5086,91P-647.36
472534329,S-435,Người 5087,23N-542.35
314668936,P-148,Người 5088,35X-260.63
037734448,V-561,Người 5089,19Q-718.76
130145561,Y-474,Người 5090,31C-939.61
879463930,O-817,Người 5091,48L-523.45
348067101,W-301,Người 5092,41P-868.80
082929160,E-851,Người 5093,20L-903.59
009454524,F-862,Người 5094,46Z-485.38
596122143,C-973,Người 5095,81I-959.97
317084237,D-185,Người 5096,97S-829.36
379168485,W-368,Người 5097,81K-144.60
773896425,E-482,Người 5098,25J-472.50
633723058,G-703,Người 5099,79U-496.46
815450288,D-883,Người 5100,56F-762.19
324173061,L-597,Người 5101,98A-506.42
150684267,T-242,Người 5102,51D-410.33
676528327,I-280,Người 5103,52O-685.27
332371146,V-170,Người 5104,11P-770.71
072841462,K-206,Người 5105,78F-808.40
492314557,U-705,Người 5106,12C-813.67
256372943,X-703,Người 5107,81L-950.12
303836184,F-132,Người 5108,82U-768.81
752385844,F-441,Người 5109,21W-224.19
895033352,J-150,Người 5110,67M-849.65
624680908,R-501,Người 5111,67U-339.75
718031388,V-342,Người 5112,23E-207.90
147618759,V-896,Người 5113,94P-724.24
240731517,F-869,Người 5114,47N-988.24
625189460,C-773,Người 5115,86N-801.31
771620218,N-371,Người 5116,17Z-448.53
313074977,C-229,Người 5117,29J-230.74
067002587,W-370,Người 5118,31Y-130.24
393891836,V-678,Người 5119,97O-141.94
473215631,U-117,Người 5120,81I-371.62
789796903,T-603,Người 5121,47M-596.99
288034369,Z-210,Người 5122,83V-656.44
014785226,N-124,Người 5123,73Z-299.84
011237493,P-459,Người 5124,92R-779.13
633696121,A-251,Người 5125,34V-452.89
673477236,Z-760,Người 5126,19X-884.69
765524459,U-661,Người 5127,51G-508.86
804926868,L-644,Người 5128,16I-707.95
562676977,M-388,Người 5129,26L-377.23
797146896,G-272,Người 5130,73B-985.15
012644245,Y-354,Người 5131,47L-389.69
964946613,V-761,Người 5132,94Q-783.64
037221490,X-695,Người 5133,85R-156.13
733925199,S-334,Người 5134,33I-696.82
902438931,J-954,Người 5135,69C-594.14
722618041,U-327,Người 5136,92Y-452.23
502632299,S-354,Người 5137,48H-554.79
226705576,M-826,Người 5138,81U-338.60
402095245,F-475,Người 5139,95O-900.47
897371286,X-982,Người 5140,74W-641.21
531583061,R-456,Người 5141,80N-698.26
385176755,L-710,Người 5142,58H-743.63
638823933,D-980,Người 5143,50U-321.26
703765997,F-380,Người 5144,84M-323.32
925726918,H-855,Người 5145,89X-560.66
196270739,H-827,Người 5146,62Z-347.39
470846346,I-343,Người 5147,35M-510.79
708132333,J-135,Người 5148,27H-770.84
301696194,I-571,Người 5149,94R-998.71
349672629,D-871,Người 5150,42T-260.81
272724252,D-512,Người 5151,31U-807.47
028557039,I-162,Người 5152,93G-918.77
812586841,A-712,Người 5153,87D-618.56
905068764,A-714,Người 5154,37V-619.78
786442607,V-790,Người 5155,16B-298.73
840433219,M-773,Người 5156,76X-969.62
083846211,C-169,Người 5157,35D-688.65
203201716,J-644,Người 5158,79V-529.75
978294413,G-377,Người 5159,44I-296.17
781858884,S-111,Người 5160,28Y-320.12
132643553,D-990,Người 5161,69P-838.76
190866020,C-311,Người 5162,68G-227.24
362453067,O-455,Người 5163,56O-159.47
690702178,N-423,Người 5164,49U-489.86
907439320,P-675,Người 5165,71K-738.55
664338962,J-537,Người 5166,61U-859.92
345758903,J-146,Người 5167,52R-677.56
195238522,L-782,Người 5168,17D-730.30
163389467,B-201,Người 5169,96Q-355.33
440655870,W-639,Người 5170,45L-594.72
140814656,A-800,Người 5171,41P-180.39
476774045,B-448,Người 5172,18N-412.51
069238951,Q-863,Người 5173,97V-413.35
468149139,W-630,Người 5174,42W-178.95
963976411,G-690,Người 5175,78C-726.86
778631873,B-220,Người 5176,85Y-917.95
136943910,X-894,Người 5177,23T-467.27
061626480,L-633,Người 5178,63F-715.54
586459189,F-698,Người 5179,28Y-694.81
977558498,F-702,Người 5180,26F-495.34
757080633,J-123,Người 5181,29D-956.71
216451715,W-972,Người 5182,91Z-517.31
071860665,I-559,Người 5183,77T-740.57
500933146,D-731,Người 5184,75I-177.40
011573789,H-572,Người 5185,55A-540.30
803930247,M-657,Người 5186,70S-999.85
478803279,I-363,Người 5187,61T-843.50
704878321,S-711,Người 5188,70Y-912.17
142347472,N-956,Người 5189,33K-607.81
217136200,L-317,Người 5190,75B-895.26
137143279,F-199,Người 5191,96P-816.18
212558626,M-902,Người 5192,70L-596.77
754476617,D-792,Người 5193,70T-521.49
475527173,R-677,Người 5194,59U-238.16
559061712,M-283,Người 5195,74E-983.81
334994561,X-757,Người 5196,94X-524.93
458155436,B-412,Người 5197,51T-118.30
380854807,S-958,Người 5198,97C-342.48
075028078,S-796,Người 5199,69N-428.87
074669190,A-999,Người 5200,54E-650.81
482816114,S-329,Người 5201,66K-789.21
373508005,B-357,Người 5202,89O-327.41
413277026,E-137,Người 5203,82F-910.72
685221439,X-262,Người 5204,45M-871.59
754042539,Y-171,Người 5205,67A-795.83
495512650,F-560,Người 5206,51J-277.52
594656433,O-250,Người 5207,89M-857.44
938390932,O-815,Người 5208,47A-414.46
240317044,A-600,Người 5209,64E-356.10
026918431,F-572,Người 5210,82B-124.83
693747905,K-615,Người 5211,69S-286.65
657020413,Q-848,Người 5212,81W-401.23
346371519,X-950,Người 5213,81K-760.97
288815178,E-749,Người 5214,87B-708.38
844094112,H-202,Người 5215,83Y-936.40
575033260,G-976,Người 5216,75S-524.62
930722372,W-781,Người 5217,20S-774.54
239911532,M-355,Người 5218,30S-361.63
373589916,S-705,Người 5219,12D-299.12
524766957,G-454,Người 5220,11Z-885.12
660409516,G-855,Người 5221,27J-839.61
017362010,H-975,Người 5222,20L-851.32
837145416,M-276,Người 5223,70L-819.76
950792536,V-495,Người 5224,33Y-536.76
203890260,L-984,Người 5225,78Q-443.53
663721890,C-534,Người 5226,28K-992.36
353441398,N-943,Người 5227,71U-544.82
126022000,L-694,Người 5228,46E-754.78
825698210,H-493,Người 5229,31B-421.19
910346658,B-268,Người 5230,13Q-421.43
813951614,V-586,Người 5231,42S-368.17
533760813,P-894,Người 5232,74T-536.63
081085419,A-765,Người 5233,44F-764.89
809258605,K-264,Người 5234,64C-370.73
204144465,V-326,Người 5235,88C-593.77
882669085,K-969,Người 5236,70X-836.26
786080259,W-419,Người 5237,22U-255.13
782496623,L-458,Người 5238,35O-984.61
694040675,T-472,Người 5239,38P-665.30
168397284,Y-586,Người 5240,46B-867.19
242520851,F-414,Người 5241,11D-614.25
668684477,B-566,Người 5242,25I-378.97
682526548,M-967,Người 5243,46J-922.90
008812627,V-200,Người 5244,75E-683.23
907754308,P-771,Người 5245,52Q-349.25
863262713,X-189,Người 5246,34G-484.50
412683628,V-354,Người 5247,42N-470.70
843106721,A-246,Người 5248,51L-412.30
768545067,H-470,Người 5249,48O-923.13
707345213,L-705,Người 5250,36Y-129.65
115329004,Q-904,Người 5251,30B-398.91
559064083,S-378,Người 5252,23U-792.66
394843776,M-775,Người 5253,84W-701.80
606619089,I-646,Người 5254,62H-744.58
984697605,W-970,Người 5255,70Q-592.44
255135143,U-626,Người 5256,80D-950.68
615258747,D-834,Người 5257,66Z-655.72
688285412,Q-180,Người 5258,46O-150.90
944814028,O-916,Người 5259,38O-368.11
347071350,D-918,Người 5260,46X-629.63
987003121,X-412,Người 5261,77S-875.71
069057459,W-920,Người 5262,89T-674.12
941775680,A-157,Người 5263,33B-609.27
351451347,J-528,Người 5264,26D-469.27
385559209,Q-893,Người 5265,20L-298.34
499133730,S-391,Người 5266,57N-730.37
285555825,H-625,Người 5267,94I-464.38
580807796,I-915,Người 5268,11D-882.87
536724180,F-590,Người 5269,40Y-169.12
848297435,E-409,Người 5270,98J-580.41
427697446,X-102,Người 5271,21K-238.53
573286012,N-606,Người 5272,38R-717.55
734288047,R-269,Người 5273,27O-611.57
181056603,I-731,Người 5274,67Q-648.46
290941979,Q-824,Người 5275,16R-682.69
999509776,E-731,Người 5276,81T-642.28
031149000,C-715,Người 5277,36L-557.62
535111607,B-191,Người 5278,94K-768.50
352176397,Y-964,Người 5279,54P-567.36
524572990,O-913,Người 5280,56F-501.49
539313598,I-709,Người 5281,33F-861.19
732816896,B-686,Người 5282,90Y-754.23
542180300,Y-123,Người 5283,24R-490.57
020972166,W-688,Người 5284,88Q-989.51
169876364,Y-760,Người 5285,87T-190.58
582226041,C-661,Người 5286,42Y-571.78
934055903,X-733,Người 5287,23E-744.95
386696978,W-442,Người 5288,58G-333.98
556036055,C-106,Người 5289,15N-153.42
196478322,B-828,Người 5290,13U-802.34
033745694,G-917,Người 5291,64V-694.36
223540300,X-936,Người 5292,71X-642.50
921693184,I-702,Người 5293,38I-992.87
151261897,S-433,Người 5294,36Z-119.52
252519220,Y-482,Người 5295,54Z-275.43
939556542,D-828,Người 5296,21V-770.40
874144384,U-565,Người 5297,11X-519.81
116789703,N-345,Người 5298,34G-558.18
395326451,Q-389,Người 5299,37V-968.42
029443591,K-288,Người 5300,51I-498.42
612216413,K-551,Người 5301,28K-702.86
190525749,H-633,Người 5302,95S-576.58
378590082,I-946,Người 5303,18N-937.32
281938249,C-954,Người 5304,32J-256.71
698178005,A-467,Người 5305,50J-425.37
493435511,S-209,Người 5306,48A-425.99
512638424,F-962,Người 5307,22L-592.57
732273758,S-861,Người 5308,19M-265.67
870632848,B-749,Người 5309,60Z-918.94
578951804,P-678,Người 5310,68U-813.22
473681437,Q-278,Người 5311,98R-432.28
421413034,X-208,Người 5312,29P-697.88
612477485,N-587,Người 5313,71K-537.75
767156654,A-106,Người 5314,90U-300.10
324733752,W-291,Người 5315,33A-729.36
282383044,X-140,Người 5316,30B-923.78
983509258,F-453,Người 5317,35N-500.89
406730282,M-383,Người 5318,81N-571.87
317308442,G-606,Người 5319,23I-611.54
506727278,M-213,Người 5320,61U-480.59
233973950,S-488,Người 5321,20O-918.46
940050361,S-853,Người 5322,20S-131.42
545884735,P-776,Người 5323,35O-452.21
175944885,W-622,Người 5324,66U-642.82
445031586,P-752,Người 5325,19E-624.60
217347743,X-867,Người 5326,47D-205.31
245073495,B-264,Người 5327,32B-684.43
717976447,R-396,Người 5328,43S-678.32
166813019,P-861,Người 5329,21M-106.40
973347716,B-597,Người 5330,59G-766.45
265419359,D-728,Người 5331,72R-480.50
439060811,V-939,Người 5332,67L-263.62
414250516,E-833,Người 5333,15N-155.50
783725202,Y-223,Người 5334,33H-894.97
646652463,V-194,Người 5335,23N-845.76
794082966,X-931,Người 5336,53E-186.19
606990663,P-307,Người 5337,17D-435.90
283086718,Z-233,Người 5338,67O-606.64
298015285,O-512,Người 5339,87S-653.68
100577390,V-313,Người 5340,76J-819.16
949392579,N-172,Người 5341,81K-848.10
889499130,J-845,Người 5342,49A-275.66
841466700,W-554,Người 5343,75Z-400.31
003531296,M-957,Người 5344,61M-370.80
256001326,T-733,Người 5345,11Y-587.44
005084009,T-837,Người 5346,22Q-937.16
593917333,B-226,Người 5347,53H-190.48
469851962,Y-212,Người 5348,55T-651.77
005396158,D-438,Người 5349,72W-618.61
568770002,R-741,Người 5350,24B-376.73
223073752,O-592,Người 5351,33J-253.82
335532349,D-148,Người 5352,39X-389.62
645521225,R-253,Người 5353,35R-896.86
382453133,T-443,Người 5354,90J-703.25
130906809,K-407,Người 5355,61Q-548.10
209452498,H-753,Người 5356,56Q-237.20
717758149,Z-267,Người 5357,57J-376.49
029569690,C-171,Người 5358,79K-628.92
495411212,Q-173,Người 5359,68Y-275.43
501880780,Z-442,Người 5360,62R-680.18
099977806,D-931,Người 5361,78M-766.96
025316905,J-547,Người 5362,62B-194.27
862239709,A-522,Người 5363,55R-523.21
200959802,H-861,Người 5364,37I-999.39
332289447,K-185,Người 5365,75T-154.80
261858696,X-775,Người 5366,75D-674.47
499082401,F-799,Người 5367,99W-254.12
091872979,I-533,Người 5368,32D-959.61
604573856,V-688,Người 5369,39P-278.57
421763417,F-889,Người 5370,16C-529.73
566337552,P-901,Người 5371,10G-291.33
491313079,W-781,Người 5372,51T-757.98
467250601,F-386,Người 5373,59X-111.42
406555281,S-913,Người 5374,21I-909.40
976487599,G-375,Người 5375,16T-687.13
522947252,G-594,Người 5376,84X-820.90
206199302,O-322,Người 5377,73L-934.56
571402008,H-954,Người 5378,65M-186.85
654504128,D-159,Người 5379,40C-519.30
263188955,P-976,Người 5380,49Z-550.27
001271638,V-321,Người 5381,34Z-875.31
183970823,N-237,Người 5382,87G-729.15
553732752,F-372,Người 5383,83C-868.91
567406484,X-131,Người 5384,68G-264.42
386234832,B-505,Người 5385,80R-503.39
818586859,G-779,Người 5386,46X-274.62
180581644,S-297,Người 5387,39D-851.53
746413910,A-251,Người 5388,39O-835.31
020955232,G-596,Người 5389,95E-940.35
228690504,S-983,Người 5390,55W-214.48
931357851,L-644,Người 5391,22B-130.79
992402884,A-790,Người 5392,95J-965.46
386878073,H-766,Người 5393,46Y-581.81
223604166,U-863,Người 5394,12Q-584.60
626256682,E-965,Người 5395,84J-297.86
608611773,E-701,Người 5396,97O-375.96
297430606,J-534,Người 5397,11L-793.19
565663631,S-523,Người 5398,25Z-966.21
915527076,E-916,Người 5399,58T-768.54
680823998,K-159,Người 5400,37X-863.86
490992703,Z-496,Người 5401,14T-308.87
689358484,O-100,Người 5402,40Q-440.82
873351355,Y-515,Người 5403,22X-962.75
844332703,A-155,Người 5404,92B-852.40
525516055,X-585,Người 5405,32J-606.79
911668337,O-778,Người 5406,41H-142.71
711739669,R-811,Người 5407,59Z-205.14
519816571,L-666,Người 5408,54Z-175.26
735756173,S-934,Người 5409,73S-748.79
233375097,S-998,Người 5410,75G-286.54
754915151,Q-623,Người 5411,42O-954.65
332007774,U-291,Người 5412,43T-734.95
634751161,M-503,Người 5413,15F-948.23
121414268,T-268,Người 5414,47X-705.26
433992509,I-271,Người 5415,98L-215.41
153525601,Z-472,Người 5416,20V-353.92
680342029,P-619,Người 5417,98O-842.53
049356284,K-853,Người 5418,98S-438.80
471705099,W-772,Người 5419,23X-658.39
924203358,Q-872,Người 5420,93D-933.15
698756575,T-130,Người 5421,36E-593.93
226137876,C-431,Người 5422,42G-811.88
581677745,E-960,Người 5423,52F-355.97
317765083,C-810,Người 5424,99Y-578.65
640707194,N-848,Người 5425,15Z-823.69
300893969,W-700,Người 5426,85B-153.61
210982087,P-940,Người 5427,54K-807.65
174136883,L-328,Người 5428,93E-505.87
434860835,E-997,Người 5429,12O-608.40
062938650,K-321,Người 5430,37Q-839.59
554345211,I-304,Người 5431,39V-733.72
861163075,Z-758,Người 5432,18X-142.62
186265460,G-579,Người 5433,18V-482.26
704667595,K-475,Người 5434,96X-137.91
362429995,L-749,Người 5435,98J-843.47
545731231,A-387,Người 5436,14M-334.78
610305439,T-216,Người 5437,94L-510.85
340300589,P-482,Người 5438,79M-378.31
505894272,I-787,Người 5439,39Y-581.57
499883656,X-669,Người 5440,56N-818.60
665075198,M-314,Người 5441,44X-188.42
256569536,J-391,Người 5442,38A-580.19
660636664,I-127,Người 5443,50L-219.94
930414041,A-749,Người 5444,88D-107.78
191132695,S-370,Người 5445,62I-558.80
509143449,P-832,Người 5446,34A-211.44
430420045,E-569,Người 5447,80I-952.78
706661101,E-139,Người 5448,22C-216.17
885352852,F-223,Người 5449,60L-378.69
851992718,O-768,Người 5450,26L-139.71
395471119,E-148,Người 5451,92O-636.39
795568290,N-366,Người 5452,34I-128.79
943965865,G-179,Người 5453,83N-478.26
342505414,M-378,Người 5454,69H-160.66
605347502,I-122,Người 5455,12G-394.54
902944920,I-338,Người 5456,98N-399.30
554795066,M-908,Người 5457,90L-438.59
413723220,Y-737,Người 5458,84X-471.40
183374924,E-930,Người 5459,32V-334.58
540437089,E-710,Người 5460,34C-764.12
716864496,O-861,Người 5461,87G-967.76
686440778,R-214,Người 5462,46Y-170.86
476179214,U-718,Người 5463,32E-519.57
105864268,R-708,Người 5464,34V-709.72
082224279,W-709,Người 5465,85A-711.84
761454205,B-861,Người 5466,72C-113.95
200124744,R-725,Người 5467,44H-342.23
387712207,U-354,Người 5468,14N-417.53
458047434,Q-728,Người 5469,67J-834.43
019378765,C-884,Người 5470,72T-871.50
552821022,T-473,Người 5471,78P-783.88
827539306,W-893,Người 5472,42C-141.48
501242074,N-767,Người 5473,47R-305.32
931520487,O-489,Người 5474,23Z-109.31
288175613,B-895,Người 5475,56M-210.98
242772463,U-937,Người 5476,64Y-955.62
922857032,M-217,Người 5477,82B-335.68
225812403,Z-643,Người 5478,96I-184.89
033826727,V-337,Người 5479,11H-622.20
771399967,I-809,Người 5480,27O-783.37
377309664,J-426,Người 5481,20E-729.69
928481532,Z-610,Người 5482,18T-434.85
110014255,Y-248,Người 5483,84E-442.87
248724764,R-501,Người 5484,59F-943.19
443573417,A-238,Người 5485,26A-950.53
479077019,E-479,Người 5486,49O-271.46
069201299,Z-976,Người 5487,14G-884.94
202134348,V-991,Người 5488,76S-883.47
772727344,G-802,Người 5489,44X-570.77
094362536,A-854,Người 5490,22D-186.86
488157759,O-722,Người 5491,49H-902.57
323165973,N-398,Người 5492,78K-185.79
049316732,M-964,Người 5493,75O-913.87
093524096,Y-159,Người 5494,92G-253.77
970412514,L-781,Người 5495,29Z-100.92
295700078,B-769,Người 5496,69I-752.10
390175931,B-647,Người 5497,70V-326.62
263344120,S-944,Người 5498,86Y-423.39
266092289,M-966,Người 5499,49W-692.97
190489833,G-818,Người 5500,64G-477.81
128903741,V-583,Người 5501,62G-341.63
797074489,G-780,Người 5502,30N-999.76
645278806,P-498,Người 5503,54D-899.38
062510932,M-561,Người 5504,34J-698.51
039844983,D-593,Người 5505,87T-185.35
362364283,D-361,Người 5506,51O-428.61
627391353,G-894,Người 5507,82I-480.48
353686554,W-987,Người 5508,37T-864.90
261307424,I-310,Người 5509,83C-788.84
596211170,Y-360,Người 5510,50H-233.42
969466000,S-171,Người 5511,74G-479.21
175380049,V-548,Người 5512,19Z-211.65
586474713,O-422,Người 5513,13P-268.87
287728587,F-759,Người 5514,18Z-477.75
598942504,H-842,Người 5515,29I-591.25
731153741,J-111,Người 5516,27O-186.88
971555342,H-418,Người 5517,75L-722.40
862394206,N-380,Người 5518,20F-449.14
569348637,G-226,Người 5519,96T-898.31
329035547,T-396,Người 5520,21B-785.29
596991881,S-624,Người 5521,25W-890.60
138216247,U-805,Người 5522,26M-756.77
367323147,B-290,Người 5523,33G-611.37
506796873,Y-152,Người 5524,95Q-860.19
321901267,O-656,Người 5525,75K-469.64
011560552,Y-214,Người 5526,32P-957.64
991099074,Q-866,Người 5527,11F-493.79
375814360,D-789,Người 5528,16C-676.33
057878832,F-447,Người 5529,27U-294.80
029501429,X-402,Người 5530,31A-428.85
276550547,L-188,Người 5531,57K-802.17
733705996,Q-424,Người 5532,91X-520.86
785084321,W-422,Người 5533,96C-658.87
415374573,Q-561,Người 5534,43U-274.84
486991837,X-403,Người 5535,16C-684.70
956290185,U-647,Người 5536,92N-663.67
917113547,C-435,Người 5537,56J-867.31
516340896,H-508,Người 5538,63R-576.87
956248508,F-570,Người 5539,39Z-518.34
285159142,N-423,Người 5540,74P-949.28
582631685,T-283,Người 5541,68I-670.31
581617815,O-898,Người 5542,30I-760.30
931074232,X-621,Người 5543,61C-914.75
568363848,M-607,Người 5544,32X-125.16
819092110,D-623,Người 5545,65L-926.16
144580134,F-198,Người 5546,54D-209.55
181270770,C-324,Người 5547,57L-407.52
642513879,I-507,Người 5548,48A-708.12
355179958,M-994,Người 5549,21I-836.66
399929375,Z-609,Người 5550,82Y-893.25
708729466,M-314,Người 5551,90L-447.89
915870930,S-827,Người 5552,16R-236.89
456490600,J-904,Người 5553,68Q-453.42
680242276,Z-473,Người 5554,65U-432.67
005294085,J-121,Người 5555,68N-799.79
761031946,Y-343,Người 5556,43R-503.87
604615423,T-805,Người 5557,14F-620.97
856141622,H-864,Người 5558,67K-219.11
295665095,W-337,Người 5559,77P-768.57
216124950,O-472,Người 5560,27L-412.43
034109721,K-565,Người 5561,94T-323.72
496468724,M-798,Người 5562,64S-599.50
431572109,S-498,Người 5563,94W-270.60
185635603,J-379,Người 5564,89V-473.29
825761039,I-999,Người 5565,70V-802.78
480848710,A-238,Người 5566,42E-845.32
272511363,L-296,Người 5567,82C-119.28
892262553,W-863,Người 5568,59Y-688.15
429785457,E-386,Người 5569,26W-938.73
091943893,C-397,Người 5570,19D-276.24
103501929,P-184,Người 5571,97N-772.60
166460140,O-100,Người 5572,48P-858.92
419663292,V-146,Người 5573,76W-235.74
545047302,E-532,Người 5574,15F-154.99
099851338,S-420,Người 5575,34U-569.28
615816429,J-186,Người 5576,80H-507.39
006394236,U-685,Người 5577,88V-877.87
110408487,A-167,Người 5578,60D-550.79
023359502,N-875,Người 5579,70H-723.75
187350623,V-647,Người 5580,93E-451.38
658670150,X-822,Người 5581,19R-954.70
951595736,D-540,Người 5582,27O-620.74
108402272,U-741,Người 5583,68M-332.23
865644370,Q-150,Người 5584,84N-485.63
546994774,Y-140,Người 5585,48B-615.74
282062818,B-135,Người 5586,61I-392.59
786650369,X-159,Người 5587,53V-102.96
773304394,S-335,Người 5588,79M-522.10
705885698,I-154,Người 5589,95C-891.79
779516172,K-832,Người 5590,89Z-891.76
060031836,I-465,Người 5591,63L-132.48
472205785,M-902,Người 5592,96F-573.36
843176442,P-176,Người 5593,84P-874.51
535315343,N-859,Người 5594,32I-688.74
072240038,I-472,Người 5595,79J-218.17
550851116,G-677,Người 5596,21P-768.32
878536006,K-150,Người 5597,27R-272.88
794376263,Y-242,Người 5598,81U-643.66
349019514,B-879,Người 5599,20F-303.30
335163167,P-592,Người 5600,80Z-888.32
107339360,X-294,Người 5601,41R-136.40
561980599,X-755,Người 5602,97N-509.53
595560633,L-903,Người 5603,93F-791.72
146758704,I-505,Người 5604,56Z-815.90
727000174,K-385,Người 5605,18V-145.14
058571721,T-624,Người 5606,58A-613.88
855223566,L-638,Người 5607,83N-437.86
315061608,I-751,Người 5608,20P-696.23
924882615,T-193,Người 5609,57V-787.31
918827332,P-457,Người 5610,54K-385.89
205469340,R-259,Người 5611,44Z-149.79
519804458,F-886,Người 5612,95P-976.19
879050258,K-885,Người 5613,94R-245.16
548815114,T-336,Người 5614,28D-720.19
399500367,K-499,Người 5615,64H-276.21
283961974,Y-683,Người 5616,83O-681.50
844506664,J-402,Người 5617,83C-828.91
614008701,D-824,Người 5618,85F-728.71
529441326,Q-333,Người 5619,54R-537.82
540629427,H-121,Người 5620,80F-597.66
674313593,C-140,Người 5621,30Z-577.27
114810406,C-456,Người 5622,58L-551.48
407372915,K-212,Người 5623,45P-812.45
796818394,Z-251,Người 5624,41U-153.89
036867377,A-333,Người 5625,61S-335.62
633462379,X-296,Người 5626,40E-885.47
158364994,H-710,Người 5627,40Z-108.44
828147221,T-411,Người 5628,27V-835.94
007250252,X-847,Người 5629,47X-234.70
061773027,B-984,Người 5630,51S-765.73
173735606,O-921,Người 5631,38J-978.72
610655776,S-836,Người 5632,79N-767.25
444090789,G-636,Người 5633,35H-382.55
695210295,T-464,Người 5634,66X-468.66
794590655,W-697,Người 5635,13B-924.78
283642867,F-666,Người 5636,13J-619.96
600207792,V-547,Người 5637,80Q-797.67
409998079,E-290,Người 5638,19W-779.41
285409740,Q-637,Người 5639,35Q-623.69
138042273,P-247,Người 5640,20C-461.78
400022305,Y-220,Người 5641,95O-417.65
507127243,D-305,Người 5642,23Q-670.34
642928003,W-441,Người 5643,68W-867.32
145511934,X-589,Người 5644,78X-937.82
923249571,G-831,Người 5645,16O-937.27
705597627,V-979,Người 5646,38L-567.88
312009878,I-173,Người 5647,14N-911.99
021896226,H-250,Người 5648,91D-948.23
789011923,K-238,Người 5649,24R-188.50
386268578,A-750,Người 5650,80G-160.93
437033497,F-876,Người 5651,40W-913.46
257942609,T-247,Người 5652,52K-337.78
730907047,S-647,Người 5653,26Z-375.32
986704697,T-488,Người 5654,79S-322.36
027125689,E-557,Người 5655,86Y-980.86
311931228,F-276,Người 5656,21Q-414.92
271910212,A-245,Người 5657,36O-207.99
150781751,U-367,Người 5658,60I-967.64
262585406,I-373,Người 5659,16N-180.84
542351928,Y-651,Người 5660,34V-852.57
644386043,K-259,Người 5661,19W-170.93
017613416,R-922,Người 5662,23N-294.93
443443321,E-936,Người 5663,43Y-977.26
121292165,K-268,Người 5664,44M-777.35
076519069,G-328,Người 5665,54D-785.60
711849018,P-731,Người 5666,65U-352.37
143066726,P-471,Người 5667,18H-531.24
222925432,U-543,Người 5668,92O-727.20
049500780,K-467,Người 5669,74I-249.45
609379481,J-633,Người 5670,24W-381.30
141417992,L-930,Người 5671,82T-818.28
942750388,E-309,Người 5672,78W-232.46
398633435,W-346,Người 5673,50Y-452.69
899634559,X-358,Người 5674,77Q-260.44
170969870,H-178,Người 5675,99K-953.80
305455979,E-525,Người 5676,10I-602.40
526522445,W-477,Người 5677,14B-207.29
